request_status,date_received,suburb,category,service_desc,days_to_complete
closed,2015-10-19,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-10-19,Kensington,Parks and Trees,Condition of Assets in Parks,3
closed,2015-12-07,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-12-07,West Melbourne,Parks and Trees,Tree Maintenance Services,15
closed,2015-12-08,North Melbourne,Graffiti,Graffiti Removal,3
closed,2016-01-22,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-01-22,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-01-25,Parkville,Graffiti,Graffiti Removal,23
closed,2016-01-25,Kensington,Parks and Trees,Tree Maintenance Services,2
closed,2016-01-27,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
closed,2016-01-27,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,6
closed,2015-08-28,Melbourne,Graffiti,Graffiti Removal,5
closed,2015-08-31,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-10-19,Carlton,Graffiti,Graffiti Removal,17
closed,2015-10-20,Carlton,Graffiti,Graffiti Removal,17
closed,2015-10-20,West Melbourne,Graffiti,Graffiti Removal,23
closed,2015-10-21,Melbourne,Parking,Parking Compliance Services,1
closed,2015-10-22,Melbourne,Asset Maintenance,Street Maintenance,7
closed,2015-10-22,Melbourne,Graffiti,Graffiti Removal,8
closed,2015-12-10,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2015-12-10,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-01-27,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,6
closed,2016-01-28,Melbourne,Graffiti,Graffiti Removal,19
closed,2015-09-01,Carlton,Graffiti,Graffiti Removal,13
closed,2015-09-02,North Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,7
closed,2015-09-02,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-10-23,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2015-10-23,Melbourne,Graffiti,Graffiti Removal,24
closed,2015-10-26,Carlton,Roads and Traffic,Road and Footpath Maintenance,3
closed,2015-12-11,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
closed,2015-12-11,Melbourne,Graffiti,Graffiti Removal,20
closed,2015-12-13,West Melbourne,Graffiti,Graffiti Removal,10
closed,2016-02-01,Melbourne,Graffiti,Graffiti Removal,4
closed,2016-02-01,Melbourne,Graffiti,Graffiti Removal,2
closed,2016-02-01,North Melbourne,Graffiti,Graffiti Removal,8
closed,2015-09-03,North Melbourne,"Waste, Street Cleaning and Litter",Syringe Pick-Up Services,1
closed,2015-09-04,Carlton,Graffiti,Graffiti Removal,13
closed,2015-09-04,West Melbourne,Graffiti,Graffiti Removal,13
closed,2015-10-27,Melbourne,Graffiti,Graffiti Removal,10
closed,2015-10-29,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,1
closed,2015-10-29,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-12-15,Carlton,"Waste, Street Cleaning and Litter",Damaged Bins,2
closed,2015-12-15,Southbank,Parks and Trees,Tree Maintenance Services,1
closed,2016-02-02,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-02-02,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-02-02,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-02-03,North Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,5
closed,2016-02-04,Melbourne,Graffiti,Graffiti Removal,5
closed,2015-09-11,Melbourne,Graffiti,Graffiti Removal,6
closed,2015-09-11,Melbourne,Graffiti,Graffiti Removal,6
closed,2015-09-11,West Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,3
closed,2015-09-14,Kensington,"Waste, Street Cleaning and Litter",Damaged Bins,3
closed,2015-09-14,Kensington,Roads and Traffic,Road and Footpath Maintenance,3
closed,2015-10-30,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2015-10-30,Melbourne,Graffiti,Graffiti Removal,7
closed,2015-11-02,Melbourne,Graffiti,Graffiti Removal,8
closed,2015-12-17,Carlton,Graffiti,Graffiti Removal,7
closed,2015-12-18,Melbourne,Roads and Traffic,Road and Footpath Maintenance,3
closed,2015-12-21,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,8
closed,2016-02-04,Melbourne,Graffiti,Graffiti Removal,14
closed,2016-02-05,Carlton North,Parks and Trees,Park Cleaning,4
closed,2016-02-05,Southbank,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-02-05,Southbank,Parks and Trees,Lawns and Irrigation,7
closed,2016-02-05,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2015-09-08,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,2
closed,2015-09-10,North Melbourne,Parks and Trees,Tree Maintenance Services,6
closed,2015-11-02,Southbank,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-11-04,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-11-04,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-11-04,Melbourne,Graffiti,Graffiti Removal,8
closed,2015-11-05,Kensington,Parks and Trees,Condition of Assets in Parks,1
closed,2015-12-22,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2015-12-22,South Yarra,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2015-12-23,South Yarra,"Waste, Street Cleaning and Litter",Missed Bin Collection,6
closed,2015-12-23,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-02-06,Parkville,Parks and Trees,Lawns and Irrigation,4
closed,2016-02-08,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,3
closed,2016-02-08,East Melbourne,Parks and Trees,Condition of Assets in Parks,9
closed,2016-02-08,Carlton,"Waste, Street Cleaning and Litter",Missing Bin,7
closed,2015-09-17,Melbourne,Graffiti,Graffiti Removal,5
closed,2015-11-06,West Melbourne,Parks and Trees,Tree Maintenance Services,7
closed,2015-11-06,Melbourne,Parks and Trees,Condition of Assets in Parks,11
closed,2015-11-09,Melbourne,Roads and Traffic,Road and Footpath Maintenance,7
closed,2015-12-23,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-12-27,Melbourne,Graffiti,Graffiti Removal,9
closed,2015-12-29,Parkville,Parks and Trees,Tree Maintenance Services,6
closed,2015-12-29,Melbourne,Graffiti,Graffiti Removal,6
closed,2015-12-30,Melbourne,Parks and Trees,Condition of Assets in Parks,1
closed,2015-12-30,Carlton,Parks and Trees,Condition of Assets in Parks,1
closed,2016-02-09,Melbourne,Graffiti,Graffiti Removal,6
closed,2016-02-09,South Yarra,Parking,Parking Compliance Services,1
closed,2016-02-10,North Melbourne,Graffiti,Graffiti Removal,6
closed,2016-02-10,Carlton,Graffiti,Graffiti Removal,13
closed,2016-02-11,Carlton,Graffiti,Graffiti Removal,5
closed,2015-09-18,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2015-09-18,Melbourne,Graffiti,Graffiti Removal,4
closed,2015-09-21,Carlton,Roads and Traffic,Road and Footpath Maintenance,2
closed,2015-09-21,Melbourne,Graffiti,Graffiti Removal,9
closed,2015-09-21,Parkville,Graffiti,Graffiti Removal,22
closed,2015-11-09,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-11-10,North Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,11
closed,2015-11-10,Melbourne,Graffiti,Graffiti Removal,7
closed,2015-11-10,Kensington,"Waste, Street Cleaning and Litter",Damaged Bins,2
closed,2015-11-11,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-11-11,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-12-30,Carlton,"Waste, Street Cleaning and Litter",Damaged Bins,5
closed,2016-01-04,North Melbourne,Parking,Parking Compliance Services,1
closed,2016-01-04,East Melbourne,Parks and Trees,Tree Maintenance Services,3
closed,2016-01-04,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-02-12,Melbourne,Graffiti,Graffiti Removal,4
closed,2016-02-12,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-05-01,Melbourne,Graffiti,Graffiti Removal,3
closed,2015-09-28,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,2
closed,2015-09-28,South Yarra,"Waste, Street Cleaning and Litter",Damaged Bins,2
closed,2015-11-13,Docklands,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2015-11-13,Melbourne,Graffiti,Graffiti Removal,5
closed,2015-11-14,Melbourne,"Waste, Street Cleaning and Litter",Street Cleaning services,2
closed,2016-01-06,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-06-19,Melbourne,Graffiti,Graffiti Removal,3
closed,2016-03-03,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-03-03,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-03-03,Kensington,"Waste, Street Cleaning and Litter",Damaged Bins,7
closed,2015-09-22,Carlton,Graffiti,Graffiti Removal,3
closed,2015-09-22,West Melbourne,Graffiti,Graffiti Removal,21
closed,2015-09-24,Melbourne,Graffiti,Graffiti Removal,12
closed,2015-11-16,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-11-16,Melbourne,Graffiti,Graffiti Removal,7
closed,2015-11-17,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-11-18,North Melbourne,Graffiti,Graffiti Removal,8
closed,2016-01-06,West Melbourne,Graffiti,Graffiti Removal,14
closed,2016-01-07,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,5
closed,2016-01-08,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-03-04,Southbank,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-03-04,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-10-01,Port Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,6
closed,2015-11-19,Kensington,"Waste, Street Cleaning and Litter",Damaged Bins,5
closed,2015-11-19,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-01-08,Kensington,"Waste, Street Cleaning and Litter",Missing Bin,7
closed,2016-01-11,Parkville,Parks and Trees,Condition of Assets in Parks,3
closed,2016-01-11,Kensington,"Waste, Street Cleaning and Litter",Damaged Bins,2
closed,2016-01-11,Melbourne,Graffiti,Graffiti Removal,3
closed,2016-03-04,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,5
closed,2015-10-03,Melbourne,Graffiti,Graffiti Removal,18
closed,2015-10-05,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-10-05,North Melbourne,Graffiti,Graffiti Removal,18
closed,2015-10-05,Carlton,Graffiti,Graffiti Removal,18
closed,2015-10-05,Melbourne,Graffiti,Graffiti Removal,18
closed,2015-11-19,Carlton,Graffiti,Graffiti Removal,18
closed,2015-11-19,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-11-19,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-11-20,East Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,4
closed,2015-11-20,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-02-19,South Yarra,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-02-19,Melbourne,Graffiti,Graffiti Removal,5
closed,2016-03-01,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-03-09,Melbourne,Graffiti,Graffiti Removal,2
closed,2016-04-18,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,8
closed,2016-04-20,South Yarra,"Waste, Street Cleaning and Litter",Missed Bin Collection,21
closed,2016-06-16,Southbank,Parking,Parking Compliance Services,1
closed,2016-06-17,Melbourne,Graffiti,Graffiti Removal,4
closed,2016-05-04,East Melbourne,Graffiti,Graffiti Removal,6
closed,2016-03-09,Melbourne,Graffiti,Graffiti Removal,8
closed,2016-03-01,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-03-01,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-04-20,Melbourne,"Waste, Street Cleaning and Litter",Street Cleaning services,1
closed,2016-04-21,South Yarra,Parks and Trees,Tree Maintenance Services,7
closed,2016-03-02,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-03-10,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-06-20,Melbourne,"Waste, Street Cleaning and Litter",Syringe Pick-Up Services,1
closed,2016-06-21,Carlton,Graffiti,Graffiti Removal,3
closed,2016-04-22,Southbank,Parking,Parking Compliance Services,1
closed,2016-04-22,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-04-22,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-04-22,Parkville,Graffiti,Graffiti Removal,12
closed,2016-05-22,North Melbourne,Graffiti,Graffiti Removal,8
closed,2016-04-25,Melbourne,Graffiti,Graffiti Removal,11
closed,2016-03-09,Docklands,"Waste, Street Cleaning and Litter",Waste Collection Services,6
closed,2016-03-15,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-03-15,Carlton,Graffiti,Graffiti Removal,6
closed,2016-03-15,Carlton,"Waste, Street Cleaning and Litter",Syringe Pick-Up Services,1
closed,2016-03-15,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-04-26,Kensington,Graffiti,Graffiti Removal,8
closed,2016-04-27,Parkville,Graffiti,Graffiti Removal,8
closed,2016-06-22,North Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,1
closed,2016-03-18,Port Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-03-18,Melbourne,Graffiti,Graffiti Removal,6
closed,2016-03-19,Carlton,Parks and Trees,Condition of Assets in Parks,2
closed,2016-04-28,Melbourne,Graffiti,Graffiti Removal,6
closed,2016-04-28,East Melbourne,Graffiti,Graffiti Removal,1
closed,2016-04-28,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-04-28,Docklands,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-04-28,Melbourne,Graffiti,Graffiti Removal,7
closed,2016-04-29,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-04-29,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-05-04,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-03-11,Carlton,Graffiti,Graffiti Removal,12
closed,2016-05-05,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,1
closed,2016-03-11,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-05-09,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,8
closed,2016-03-24,Melbourne,Graffiti,Graffiti Removal,7
closed,2016-04-29,Carlton,Graffiti,Graffiti Removal,5
closed,2016-06-21,Melbourne,Graffiti,Graffiti Removal,1
closed,2016-05-06,Melbourne,Graffiti,Graffiti Removal,20
closed,2016-05-06,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-05-17,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,6
closed,2016-02-23,West Melbourne,Graffiti,Graffiti Removal,7
closed,2016-06-20,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-06-20,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-06-20,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-03-16,North Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,1
closed,2016-03-29,Melbourne,Graffiti,Graffiti Removal,6
closed,2016-03-29,Parkville,Graffiti,Graffiti Removal,7
closed,2016-03-29,Carlton,Graffiti,Graffiti Removal,17
closed,2016-03-30,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-03-30,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
closed,2016-03-30,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-05-18,West Melbourne,Parks and Trees,Condition of Assets in Parks,1
closed,2016-05-18,North Melbourne,Graffiti,Graffiti Removal,23
closed,2016-05-02,Carlton,Graffiti,Graffiti Removal,23
closed,2016-03-17,Kensington,Parks and Trees,Condition of Assets in Parks,5
closed,2016-03-30,Kensington,"Waste, Street Cleaning and Litter",Damaged Bins,1
closed,2016-03-31,Melbourne,Graffiti,Graffiti Removal,5
closed,2016-03-30,Melbourne,Graffiti,Graffiti Removal,12
closed,2016-03-31,Melbourne,Graffiti,Graffiti Removal,5
closed,2016-03-31,Melbourne,Parks and Trees,Condition of Assets in Parks,4
closed,2016-04-01,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-04-01,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-05-23,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-05-23,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-05-24,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-02-25,Southbank,Graffiti,Graffiti Removal,7
closed,2016-03-17,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-05-12,Southbank,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-05-12,Melbourne,Graffiti,Graffiti Removal,5
closed,2016-05-12,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
closed,2016-05-12,Kensington,Graffiti,Graffiti Removal,18
closed,2016-05-27,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-05-25,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-05-25,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-05-26,Melbourne,Parking,Parking Compliance Services,1
